Startup,Industry,TotalFunding,Status,Country,City,FundingRounds,FoundedAt,FirstFundingAt,LastFundingAt,StatusCode
#fame,Media,10000000,operating,IND,Mumbai,1,,05-01-2015,05-01-2015,0
1000Lookz,Beauty,-,operating,IND,Chennai,1,01-01-2008,22-07-2013,22-07-2013,0
1CLICK,Chat|Mobile,-,acquired,IND,Bangalore,1,01-11-2012,26-01-2014,26-01-2014,2
21Diamonds,E-Commerce,6369507,operating,IND,Gurgaon,1,01-06-2012,15-11-2012,15-11-2012,0
24x7 Learning,EdTech|Education|Systems,4000000,operating,IND,Bangalore,1,01-01-2001,06-11-2007,06-11-2007,0
33Coupons,Internet,20000,operating,IND,Kanpur,1,01-05-2015,06-07-2015,06-07-2015,0
3DSoC,3D|Mobile,2065000,operating,IND,Bangalore,2,01-06-2006,01-12-2007,01-08-2010,0
91Mobiles,Mobile,1000000,operating,IND,Gurgaon,1,01-01-2010,29-10-2014,29-10-2014,0
99Games Online Private Limited,Games,-,operating,IND,Udupi,1,01-01-2008,17-04-2015,17-04-2015,0
99Presents,E-Commerce|Social Commerce,20000,operating,IND,Vadodara,1,20-03-2012,01-09-2012,01-09-2012,0
99tests,Software,210000,operating,IND,Bangalore,3,14-02-2011,01-12-2010,22-07-2013,0
A LITTLE WORLD,Finance,6410000,operating,IND,Mumbai,1,02-03-2000,09-09-2008,09-09-2008,0
Aasaanjobs,Consulting|Recruiting,3100000,operating,IND,Mumbai,2,01-11-2014,16-12-2014,28-01-2015,0
ABC Live,Advertising,25000,closed,IND,Chandigarh,1,05-12-2007,05-01-2007,05-01-2007,1
Abhinav Outsourcings Pvt. Ltd,Business Services|Outsourcing,-,operating,IND,New Delhi,1,02-10-1994,10-03-2015,10-03-2015,0
Sportskeeda,Crowdsourcing|Curated Web|Sports,1220000,operating,IND,Bangalore,2,16-05-2010,26-09-2011,26-02-2013,0
ACB (India) Limited,Energy|Mining Technologies,25090000,operating,IND,Gurgaon,1,01-01-1997,31-03-2008,31-03-2008,0
Accendo Technologies,Software,1560000,operating,IND,Hyderabad,1,01-01-2002,25-01-2005,25-01-2005,0
Accentium Web,Curated Web|Internet|Legal|Semantic Search|SEO,2000000,operating,IND,Gurgaon,1,25-07-2007,27-08-2014,27-08-2014,0
Acision,Mobile,100000000,acquired,IND,Gurgaon,1,01-01-1992,05-10-2010,05-10-2010,2
ACT (Atria Convergence Technologies Pvt. Ltd.),Internet Service Providers|Networking,500000000,operating,IND,Bangalore,1,01-01-2008,01-07-2015,01-07-2015,0
actstack,Cloud Management|Optimization|SaaS,-,operating,IND,Hyderabad,1,26-01-2015,06-03-2015,06-03-2015,0
AddressHealth,Child Care|Health and Wellness|Health Care|Medical,-,operating,IND,Bangalore City,1,01-01-2010,20-06-2014,20-06-2014,0
Adhysteria,Classifieds|Curated Web|Video,10000,closed,IND,Mumbai,1,01-09-2007,01-07-2007,01-07-2007,1
Adlabs Imagica,Entertainment|Tourism,8180000,operating,IND,Khopoli,1,,28-10-2014,28-10-2014,0
AdPushup,Advertising Platforms|Apps|Monetization,632000,operating,IND,New Delhi,2,01-01-2013,29-10-2014,16-02-2015,0
AdStringO,Software,350000,operating,IND,Mumbai,1,01-01-2014,11-06-2015,11-06-2015,0
Adurcup,Advertising,-,operating,IND,New Delhi,1,01-02-2014,14-09-2015,14-09-2015,0
AdWyze,Advertising|Mobile Commerce|Social Media Marketing,1000000,operating,IND,Bangalore,1,01-07-2014,29-06-2015,29-06-2015,0
Affine Analytics,Analytics|Big Data,100000,operating,IND,Bangalore,1,15-02-2011,01-01-2012,01-01-2012,0
Agile,Finance|Finance Technology|FinTech|Insurance,5740000,operating,IND,Mumbai,1,,01-05-2011,01-05-2011,0
Agrostar,E-Commerce,4000000,operating,IND,Pune,1,,13-08-2015,13-08-2015,0
AHA Taxis,Tracking,-,operating,IND,Kanpur,1,01-01-2015,18-11-2015,18-11-2015,0
Ahmedabad Business Pages,Advertising|Business Development|Digital Media|Entrepreneur|Local Businesses|Local Services|Social Entrepreneurship|Startups,3201,operating,IND,Ahmedabad,1,15-04-2011,10-01-2015,10-01-2015,0
Airwoot,Analytics|Software,-,operating,IND,New Delhi,1,01-01-2012,26-08-2013,26-08-2013,0
Aisle,Match-Making,100000,operating,IND,Bangalore,1,14-07-2014,05-02-2015,05-02-2015,0
Ajahn,EdTech|Education,100000,operating,IND,Hyderabad,1,01-01-2013,18-01-2014,18-01-2014,0
Akosha,Consumer Internet|Digital Media|Enterprise Software|Mobile,21200000,operating,IND,New Delhi,3,01-06-2010,01-09-2011,18-05-2015,0
Allied Digital Services,Consulting,175000,operating,IND,Mumbai,1,01-01-1995,28-09-2010,28-09-2010,0
AllizHealth,Health and Wellness|Health Care,350000,operating,IND,Pune,1,01-01-2013,02-06-2013,02-06-2013,0
offerdunia.in,E-Commerce|Education|Kids|Retail,1500000,operating,IND,Gurgaon,1,01-09-2011,01-09-2012,01-09-2012,0
Allygrow Technologies,Aerospace|Automotive|Engineering Firms|Medical|Medical Devices,20000000,operating,IND,Pune,1,,11-08-2015,11-08-2015,0
AlmaMapper,Internet,400000,operating,IND,Pune,1,01-01-2014,26-10-2015,26-10-2015,0
AlphaBeta Labs,Analytics|Automotive|E-Commerce|EdTech|Education|Internet|Payments,40000,operating,IND,Bangalore,1,01-01-2010,17-07-2012,17-07-2012,0
Alsbridge,BPO Services|Consulting|Outsourcing,-,closed,IND,Gurgaon,1,01-01-2003,08-01-2013,08-01-2013,1
Althea Systems,Hardware + Software,3000000,operating,IND,Bangalore,1,01-01-2009,17-11-2010,17-11-2010,0
Altizon Systems,Software,-,operating,IND,Pune,1,01-01-2013,17-09-2014,17-09-2014,0
Amagi Media Labs,Advertising,5500000,operating,IND,Bangalore,2,01-01-2008,17-06-2013,19-01-2015,0
Ameyo,Software,5000000,operating,IND,Gurgaon,1,01-01-2003,03-07-2015,03-07-2015,0
Amicus,Apps|Mobile|Mobile Commerce,18015,operating,IND,New Delhi,2,01-01-2015,15-04-2015,22-04-2015,0
Amigobulls,Finance|FinTech|Internet|Technology,-,operating,IND,Bangalore,1,26-02-2013,22-09-2015,22-09-2015,0
Ampere,Electric Vehicles|Environmental Innovation|Green Consumer Goods,-,operating,IND,Coimbatore,1,,01-01-2013,01-01-2013,0
Anakage,Software,-,operating,IND,Bengaluru,1,01-01-2013,03-12-2015,03-12-2015,0
Prime Venture Partners,Finance,-,operating,IND,Bengaluru,1,01-01-2011,24-10-2012,24-10-2012,0
Ola,Automotive|E-Commerce|Internet|Mobile|Mobile Commerce|Public Transportation|Transportation,1176830000,operating,IND,Kolkata,7,03-12-2010,21-04-2011,17-11-2015,0
Aniika,E-Commerce|Handmade|Jewelry,500000,operating,IND,Bangalore,2,01-10-2011,01-04-2011,30-07-2012,0
Annapurna Microfinace,Finance,9200000,operating,IND,Bhubaneswar,2,01-01-2009,26-03-2014,08-04-2015,0
ANT Farm,Networking|Web Hosting|Wireless,22000,operating,IND,Pune,1,,10-01-2012,10-01-2012,0
AntFarm,Digital Media|E-Commerce|Fashion|Fitness|Travel,-,operating,IND,Mumbai,1,01-01-2012,06-08-2014,06-08-2014,0
Anunta Technology Management Services,Enterprise Software,3000000,operating,IND,Mumbai,1,01-01-2011,14-02-2013,14-02-2013,0
Apalya,Content|Digital Media|Entertainment|Mobile|Video Streaming,18500000,operating,IND,Hyderabad,3,01-01-2005,01-10-2009,01-12-2012,0
Apartment Adda,E-Commerce|Price Comparison|Property Management|Rental Housing,-,operating,IND,Bangalore,1,12-11-2008,14-11-2013,14-11-2013,0
ApnaPaisa,Credit|Finance|Marketplaces,17200000,operating,IND,Mumbai,2,01-01-2007,30-01-2007,01-12-2007,0
Appdra,Software,1500000,operating,IND,Bangalore,1,01-01-2013,22-07-2014,22-07-2014,0
AppLabs,Software,10000000,acquired,IND,Hyderabad,1,01-01-2001,29-06-2006,29-06-2006,2
Applect Learning Systems Pvt. Ltd.,Education,5600000,operating,IND,New Delhi,2,01-10-2008,04-12-2013,01-06-2015,0
Applicate,Information Technology,549964,operating,IND,Delhi,1,01-01-2014,04-05-2015,04-05-2015,0
Applied Life,Human Resources,-,operating,IND,Noida,1,01-01-2013,12-08-2015,12-08-2015,0
Applied solar Technologies,Concentrated Solar Power|Electronics|Renewable Energies,40000000,operating,IND,Delhi,1,01-01-2008,08-06-2015,08-06-2015,0
Appointy,Online Scheduling|SaaS|Small and Medium Businesses|Social Media,-,operating,IND,Bhopal,1,18-05-2006,22-01-2014,22-01-2014,0
Appsdaily Solutions,Software,20900000,operating,IND,Mumbai,2,01-01-2008,10-04-2014,31-03-2015,0
AppSurfer,Advertising|Curated Web|Mobile|Virtualization,200000,operating,IND,Pune,1,01-01-2011,15-08-2012,15-08-2012,0
Apt Opinion,Consulting,-,operating,IND,Trivandrum,1,03-11-2014,03-11-2014,03-11-2014,0
Ariisto,Real Estate,54000000,operating,IND,Andheri,2,01-01-2006,18-07-2013,24-01-2014,0
Arohan Financial,Finance,3500000,operating,IND,Kolkata,1,01-01-2006,03-10-2013,03-10-2013,0
Array Storm,Consumer Electronics,-,operating,IND,Bangalore,1,,09-07-2014,09-07-2014,0
ArrayShield,Network Security|Security,-,operating,IND,Chennai,1,06-05-2010,01-09-2014,01-09-2014,0
ArthaYantra,Finance|Financial Services|Personal Finance,-,operating,IND,Hyderabad,1,,07-11-2012,07-11-2012,0
ArticleAlley,Journalism|News,1000000,operating,IND,Gurgaon,1,01-01-2003,01-01-2003,01-01-2003,0
Artoo,Finance|Financial Services|FinTech|Information Technology|Social Entrepreneurship|Software|Technology,630000,operating,IND,Bangalore,3,16-05-2010,16-05-2010,24-03-2015,0
Aspiring Minds,Education,-,operating,IND,Gurgaon,1,,09-11-2011,09-11-2011,0
Atarw Technologies,Information Technology,2000000,operating,IND,Bangalore,1,01-01-2015,30-11-2015,30-11-2015,0
Ather Energy,Automotive|Electric Vehicles,13000000,operating,IND,Bangalore,2,01-04-2013,03-12-2014,29-05-2015,0
atOnePlace.com,Real Estate|Startups,250000,acquired,IND,Noida,1,26-06-2006,20-09-2008,20-09-2008,2
Atria Brindavan Power,Clean Technology,8600000,operating,IND,Bangalore,1,01-01-2000,13-06-2013,13-06-2013,0
Attero,Clean Technology,28600000,operating,IND,Noida,4,01-01-2007,18-04-2008,28-08-2014,0
Attify Inc.,Cloud Security|Internet of Things|Mobile Enterprise|Mobile Security|SaaS,-,operating,IND,Bangalore,1,13-10-2013,03-01-2015,03-01-2015,0
Au FINANCIERS,E-Commerce,21000000,operating,IND,Jaipur,1,01-01-1996,15-04-2014,15-04-2014,0
AudioCompass,Guides|Travel & Tourism,400000,operating,IND,Mumbai,1,01-01-2009,18-02-2014,18-02-2014,0
Aujas Networks,Security,11000000,operating,IND,Bangalore,3,01-01-2008,13-01-2008,27-11-2013,0
Auro Mira Energy,Clean Technology,21000000,operating,IND,Chennai,1,,28-09-2010,28-09-2010,0
authorSTREAM.com,Collaboration|Curated Web|Presentations,5000000,operating,IND,Chandigarh,1,01-05-2007,15-12-2010,15-12-2010,0
Autoportal.com,Automotive|E-Commerce,-,closed,IND,Gurgaon,1,18-11-2013,18-11-2013,18-11-2013,1
Auzzaar,Consumer Goods|E-Commerce|Industrial,50000,operating,IND,New Delhi,1,05-03-2015,30-04-2015,30-04-2015,0
Avanse Financial Services,Education,2300000,operating,IND,Mumbai,1,01-11-2012,07-08-2013,07-08-2013,0
Avantha,Hardware + Software,150000000,operating,IND,New Delhi,1,,16-12-2013,16-12-2013,0
Avaz,Apps|Education|Language Learning|Natural Language Processing|Neuroscience|Teachers,550000,operating,IND,Chennai,1,01-01-2009,22-04-2014,22-04-2014,0
Avekshaa Technologies,Enterprise Software|IT Management|PaaS,500000,operating,IND,Bangalore,1,,10-12-2014,10-12-2014,0
Avesthagen,Biotechnology,5530000,operating,IND,Bangalore,1,,07-05-2007,07-05-2007,0
Awaaz De,Internet|Mobile|Services|Telecommunications|Wireless,-,operating,IND,Ahmedabad,1,01-01-2010,18-05-2015,18-05-2015,0
AxisRooms,SaaS|Software,-,operating,IND,Bangalore,1,23-02-2011,24-09-2013,24-09-2013,0
Aye Finance,Financial Services,1000000,operating,IND,New Delhi,1,,23-02-2015,23-02-2015,0
Azure Hospitality,Hospitality,10000000,operating,IND,New Delhi,1,01-01-2009,13-07-2015,13-07-2015,0
Azure Power,Clean Technology|Energy|Renewable Energies,47200000,operating,IND,New Delhi,6,01-01-2008,18-11-2008,01-07-2014,0
Babajob,Curated Web|Information Technology|Services|Staffing Firms,10000000,operating,IND,Bangalore,2,27-08-2007,01-06-2012,28-04-2015,0
BabyChakra,Information Technology,600000,operating,IND,Mumbai,1,29-11-2013,16-06-2015,16-06-2015,0
Babyoye,E-Commerce,2500000,acquired,IND,Mumbai,2,01-06-2010,15-04-2011,01-12-2011,2
Backpacker Panda Holidays Private Limited,Service Providers|Tourism|Travel,156858,operating,IND,Pune,1,09-07-2015,08-08-2015,08-08-2015,0
Bakers Circle,Food Processing,9600000,operating,IND,New Delhi,1,01-01-2001,23-02-2015,23-02-2015,0
BankBazaar.com,Credit Cards|Curated Web|Finance|Insurance|Real Estate Investors,79000000,operating,IND,Chennai,3,01-07-2008,18-03-2011,02-07-2015,0
BankerBay Technologies,Finance,3000000,operating,IND,Bangalore,2,01-01-2013,02-05-2014,25-06-2015,0
Bargain Technologies,Discounts|Internet|Service Providers,198216,operating,IND,Delhi,1,01-01-2011,28-04-2014,28-04-2014,0
barter.li,Education,2500,operating,IND,Kormangala,2,11-01-2014,20-01-2014,20-01-2014,0
Baxi,,1500000,operating,IND,Gurgaon,1,,30-11-2015,30-11-2015,0
Bay Talkitec (P),Messaging,2500000,operating,IND,Chennai,1,01-01-1991,30-01-2008,30-01-2008,0
Bedbathmore.com,E-Commerce,-,operating,IND,Mumbai,1,01-01-2010,29-05-2013,29-05-2013,0
Belita,Fashion,375000,operating,IND,Mumbai,1,01-01-2006,27-08-2015,27-08-2015,0
Belong,Internet,5000000,operating,IND,Bangalore,1,01-01-2014,22-06-2015,22-06-2015,0
Ben Franklin,Consumer Goods|Eyewear|Sunglasses,640000,operating,IND,Secunderabad,1,,03-02-2015,03-02-2015,0
Bestdealfinance,Financial Services,3000000,operating,IND,Mumbai,1,22-10-2014,22-09-2015,22-09-2015,0
beStylish.com,E-Commerce|Fashion|Shoes,10000000,closed,IND,Gurgaon,1,10-05-2011,01-06-2012,01-06-2012,1
BetterButter,Food Processing,-,operating,IND,Delhi,1,01-01-2015,28-08-2015,28-08-2015,0
BevyJobs.com & BevyTalent.com,Analytics|Machine Learning|Mobile|Recruiting,-,operating,IND,Bangalore,2,20-04-2014,01-12-2014,27-07-2015,0
Bewakoof,Fashion|Internet|Startups,-,operating,IND,Ghatkopar,1,01-04-2010,08-01-2015,08-01-2015,0
Bharat Light and Power Group,Clean Technology,15350000,operating,IND,Gurgaon,2,01-01-2010,05-07-2011,23-10-2012,0
Bharat Matrimony,Curated Web|Match-Making,11750000,operating,IND,Chennai,1,12-03-1969,05-02-2008,05-02-2008,0
BIBA Apparels,E-Commerce|Fashion|Retail|Women,48600000,operating,IND,New Delhi,1,01-01-1988,05-12-2013,05-12-2013,0
Bibox,,530000,operating,IND,Bangalore,1,01-01-2012,17-11-2015,17-11-2015,0
Bigbasket.com,E-Commerce|Groceries|Online Shopping,85799999,operating,IND,Bangalore,3,01-10-2011,15-04-2014,12-08-2015,0
Bigscal Technologies Pvt Ltd.,Big Data|Information Technology|Outsourcing|Software,-,operating,IND,Surat,1,01-10-2010,16-03-2015,16-03-2015,0
BigStylist,Beauty,1000000,operating,IND,Mumbai,1,04-05-2015,08-11-2015,08-11-2015,0
BigZop,Internet|Marketplaces|Mobile,600000,acquired,IND,Gurgaon,1,01-01-2015,15-08-2015,15-08-2015,2
Bijlipay,E-Commerce,2000000,operating,IND,Chennai,1,01-01-2007,25-10-2014,25-10-2014,0
Billdesk,Curated Web,-,operating,IND,Ahmedabad,1,01-01-2000,04-04-2012,04-04-2012,0
Billionmacros,Apps|Internet|Software,396497,operating,IND,Hyderabad,2,08-01-2014,30-01-2015,31-01-2015,0
Biotz,Hardware|Hardware + Software|Robotics,35000,operating,IND,New Delhi,2,13-08-2012,13-05-2013,04-06-2014,0
Birds Eye Systems,Apps|Mobile|Transportation,320000,operating,IND,Mumbai,2,01-01-2010,06-12-2013,30-09-2014,0
Biryani Blues,Restaurants,-,operating,IND,Gurgaon,1,01-01-2013,26-08-2015,26-08-2015,0
Biscoot,Games,-,operating,IND,Mumbai,1,01-11-2012,31-10-2013,31-10-2013,0
Bite Club,E-Commerce,500000,operating,IND,Gurgaon,2,17-11-2014,09-03-2015,30-11-2015,0
Bizeso Services Private Limited,Advertising|Art|Audio|Blogging Platforms|Business Development|Chat|Entertainment|Events|Finance|Forums|Franchises|Human Resources|Legal|News|Photography|Social Media|Video,-,operating,IND,New Delhi,1,28-07-2011,25-09-2011,25-09-2011,0
Bizongo,B2B,-,operating,IND,Powai,1,01-01-2014,12-10-2015,12-10-2015,0
bizsol,Software,50000,operating,IND,Chennai,1,07-02-2011,01-02-2011,01-02-2011,0
Black is Pink,E-Commerce|Fashion|Internet|Lifestyle,40000,closed,IND,New Delhi,1,01-09-2015,15-02-2015,15-02-2015,1
Black White Orange Brands,,-,operating,IND,Mumbai,1,,01-12-2015,01-12-2015,0
BlackBamboozStudio,Entertainment|Games|Video Games,19889,operating,IND,Guwahati,1,01-01-2012,01-08-2013,01-08-2013,0
Blowhorn,Marketplaces|Travel,-,operating,IND,Bangalore,1,01-01-2013,13-11-2014,13-11-2014,0
BLUBOX.in,Analytics|Databases|Internet|Technology,100000,operating,IND,Mumbai,2,01-07-2012,01-04-2014,04-09-2015,0
Blue Box Media Private Limited,Internet|Media|Portals,8217,operating,IND,Jaipur,1,16-08-2014,14-09-2014,14-09-2014,0
Blue Bus Tees,E-Commerce,-,operating,IND,Mumbai,1,01-01-2008,25-07-2013,25-07-2013,0
Bluegape Lifestyle,E-Commerce,1070000,operating,IND,New Delhi,5,29-12-2011,01-02-2012,20-08-2015,0
Bluestone.com,Curated Web,30800000,operating,IND,Bangalore,3,01-01-2011,24-01-2012,09-07-2015,0
Bobble App,Apps|Mobile|Personalization|Software,-,operating,IND,New Delhi,1,,05-11-2015,05-11-2015,0
Bodhi Health Education,Education,-,operating,IND,Gurgaon,1,01-01-2012,23-08-2014,23-08-2014,0
Bodhicrew Services,Employment|Skill Assessment|Training|Women,-,operating,IND,New Delhi,1,,07-02-2012,07-02-2012,0
Boibanit,Delivery,150000,operating,IND,Vadodara,1,01-01-2014,03-11-2015,03-11-2015,0
BolRealty.com,,-,operating,IND,New Delhi,1,,16-10-2015,16-10-2015,0
Booking Social,Data Integration|Online Reservations|Online Scheduling,48867,operating,IND,Chennai,1,18-09-2013,05-11-2014,05-11-2014,0
BookingArena.com,E-Commerce|Event Management|Events|Internet|Marketplaces|Services|Ticketing,1883,operating,IND,New Delhi,1,01-05-2012,01-01-2012,01-01-2012,0
BookMEDS,E-Commerce|Fitness|Health and Wellness|Health Care,100000,operating,IND,Hyderabad,1,,26-12-2014,26-12-2014,0
BookMeIn,Information Technology,377000,operating,IND,Mumbai,1,01-01-2013,24-08-2015,24-08-2015,0
BookMyBai.com,Child Care|Elder Care|Human Resources|Staffing Firms,150000,operating,IND,Mumbai,1,01-05-2015,05-11-2015,05-11-2015,0
Bookmycab,Public Transportation,6500000,operating,IND,Mumbai,2,01-01-2012,27-07-2012,19-02-2014,0
BookMyForex.com,E-Commerce,-,operating,IND,Gurgaon,1,15-07-2012,01-07-2012,01-07-2012,0
BookMyShow,Entertainment|Entertainment Industry|Ticketing,43000000,operating,IND,Mumbai,2,01-01-1999,23-08-2012,18-06-2014,0
Bookmytrainings PVT Ltd,Education|Training,-,operating,IND,Bangalore,1,01-01-2011,04-06-2012,04-06-2012,0
Boond,Product Development Services|Water Purification,-,operating,IND,New Delhi,1,,20-08-2014,20-08-2014,0
bounty app,,-,operating,IND,Bangalore,1,08-02-2015,15-10-2015,15-10-2015,0
Box8,Food Processing,3500000,operating,IND,Mumbai,1,,07-05-2015,07-05-2015,0
BoxMySpace,Services,3200000,operating,IND,Mumbai,1,01-01-2014,14-07-2015,14-07-2015,0
Brainwave Education,Education,40000,operating,IND,Bangalore,1,01-01-2012,19-11-2013,19-11-2013,0
Brandpotion,Advertising,-,operating,IND,Mumbai,1,01-01-2009,01-01-2009,01-01-2009,0
Brigge Technologies,E-Commerce,-,operating,IND,Chennai,1,01-01-2015,29-09-2015,29-09-2015,0
Bro4u.com,E-Commerce|Marketplaces|Services,-,operating,IND,Bangalore,1,01-01-2015,27-11-2015,27-11-2015,0
Broex.in,Apps,1000000,operating,IND,Haryana,1,01-01-2014,24-07-2015,24-07-2015,0
Browntape,E-Commerce,60000,operating,IND,Goa,3,01-01-2012,01-08-2013,04-04-2014,0
BTCXIndia,Bitcoin|Cryptocurrency|Financial Exchanges|Trading,-,operating,IND,Hyderabad,2,25-11-2013,05-12-2013,09-03-2015,0
BTI Payments,Curated Web,22400000,operating,IND,Bangalore,1,01-01-1991,29-11-2013,29-11-2013,0
Bucketkart Online Services,E-Commerce,150000,operating,IND,Bengaluru,1,,13-10-2015,13-10-2015,0
Bueno Foods,Food Processing|Restaurants,600000,operating,IND,New Delhi,1,,17-09-2015,17-09-2015,0
Burger Singh,Restaurants,350000,operating,IND,Gurgaon,1,01-01-2014,05-10-2015,05-10-2015,0
burrp!,Curated Web|Local,2150000,operating,IND,Mumbai,2,15-03-2006,01-12-2006,01-11-2007,0
butterflyapp,Information Technology,-,operating,IND,Delhi,1,01-01-2014,01-12-2015,01-12-2015,0
BuyHatke,E-Commerce|Internet,1000000,operating,IND,Bangalore,1,09-07-2012,08-05-2015,08-05-2015,0
BuyingIQ,Curated Web|Electronics|Price Comparison,250000,operating,IND,Gurgaon,1,20-11-2012,01-06-2014,01-06-2014,0
Buyt.In,E-Commerce|Search,1000000,acquired,IND,New Delhi,1,01-08-2012,26-06-2013,26-06-2013,2
BVG India,Consulting,-,operating,IND,Pune,1,,30-09-2008,30-09-2008,0
Cafe Coffee Day,Coffee|Specialty Foods,71000000,operating,IND,Bangalore,2,01-01-1996,22-10-2006,14-10-2015,0
Callystro,Education|Games|MMO Games|Mobile Games|Virtual Worlds,36000,operating,IND,Mangalore,1,01-01-2012,01-03-2013,01-03-2013,0
Campus Diaries,College Campuses|Crowdsourcing|Education|University Students,175000,operating,IND,Bangalore,1,24-01-2012,14-03-2014,14-03-2014,0
CanvasFilp,Software,1200000,operating,IND,Noida,1,01-08-2014,14-09-2015,14-09-2015,0
Canvera Digital Technologies,Software,12153000,operating,IND,Bangalore,6,01-01-2007,21-09-2010,22-10-2014,0
Capital Float,Financial Services|Small and Medium Businesses,16000000,operating,IND,Bangalore,3,01-01-2013,25-06-2014,10-02-2015,0
CapriCoast,Furniture,1250000,operating,IND,Bangalore,1,01-01-2015,13-04-2015,13-04-2015,0
Capricorn Food Products India,Hospitality,10000000,operating,IND,Chennai,1,01-01-1998,22-07-2013,22-07-2013,0
Captronic Systems,Manufacturing,3318000,operating,IND,Bangalore,1,,29-03-2012,29-03-2012,0
CaptureSolar Energy,Energy|Environmental Innovation|Renewable Energies|Solar,125000000,operating,IND,Pune,1,01-01-2013,01-06-2014,01-06-2014,0
CaratLane,E-Commerce|Jewelry,52000000,operating,IND,Chennai,3,01-10-2008,22-06-2011,22-01-2015,0
Caravan,Home Decor|Product Search|Retail,1994633,operating,IND,Bangalore,3,,01-08-2013,21-11-2015,0
Cardback,Android|Apps|Credit Cards|Discounts|iPhone|Location Based Services|Loyalty Programs|Mobile,170000,operating,IND,New Delhi,1,01-08-2012,27-06-2014,27-06-2014,0
Cardekho,Automotive|Cars|Online Shopping,65000000,operating,IND,Gurgaon,3,01-01-2005,27-11-2013,28-05-2015,0
Care24,,350000,operating,IND,Mumbai,1,01-01-2014,27-10-2015,27-10-2015,0
Careers360,Education,-,operating,IND,Delhi,1,01-01-2008,16-06-2014,16-06-2014,0
Cartisan,Automotive,-,operating,IND,Bangalore,1,01-04-2015,30-07-2015,30-07-2015,0
CarTrade,Automotive|Cars|Motors,30200000,operating,IND,Mumbai,1,01-01-2009,13-10-2014,13-10-2014,0
CarveNiche,Software,-,operating,IND,Bangalore,2,01-01-2010,01-10-2014,01-10-2014,0
Carving Notions Technologies,Market Research,23000,operating,IND,Hyderabad,1,01-01-2012,11-08-2015,11-08-2015,0
CarWale,E-Commerce,7000000,acquired,IND,Mumbai,2,01-01-2005,14-12-2006,05-11-2008,2
Casa Grande,Real Estate,9500000,operating,IND,Chennai,1,01-01-2004,17-06-2013,17-06-2013,0
Cashkaro,E-Commerce,4550000,operating,IND,,2,01-11-2012,03-07-2013,16-11-2015,0
Caspian Impact Investments,,20000000,operating,IND,Hyderabad,1,,02-04-2015,02-04-2015,0
Catacomb Technologies,Internet|Sales and Marketing|Software|Telecommunications,10000,operating,IND,Cochin,1,04-04-2013,31-08-2013,31-08-2013,0
Catapooolt,Games,-,operating,IND,Mumbai,1,01-01-2012,07-04-2014,07-04-2014,0
Unnati Silks Pvt Ltd,E-Commerce|Wholesale,3500000,operating,IND,Chennai,1,01-01-1980,01-05-2012,01-05-2012,0
Cbazaar.com,Internet,-,operating,IND,Chennai,1,01-01-1998,05-11-2014,05-11-2014,0
CE Info Systems,Software,34000000,operating,IND,New Delhi,2,01-01-1992,09-08-2007,15-02-2009,0
Cedar Books,Knowledge Management|Online Shopping|Writers,1000000,operating,IND,New Delhi,1,01-01-2007,01-12-2012,01-12-2012,0
Celon Laboratories,Biotechnology,15800000,operating,IND,Hyderabad,1,01-01-2007,08-10-2010,08-10-2010,0
Centre for Sight,Biotechnology,5000000,operating,IND,New Delhi,1,01-01-1996,03-07-2013,03-07-2013,0
CEON Solutions Pvt,Education,688000,operating,IND,Nasrapur,1,01-01-2004,20-03-2007,20-03-2007,0
Cerana Beverages,Consumer Goods|Craft Beer|Wine And Spirits,-,operating,IND,,1,,13-06-2014,13-06-2014,0
CESC,Utilities,80000000,operating,IND,Kolkata,1,1879-07-24,29-10-2014,29-10-2014,0
Chai Point,Food Processing,10000000,operating,IND,Bangalore,1,01-01-2010,16-09-2015,16-09-2015,0
Chakpak Media,News,5000000,operating,IND,Bangalore,1,,22-12-2008,22-12-2008,0
Channel Mentor IT,Engineering Firms|Real Time|Software,286509,operating,IND,Bangalore,1,,01-04-2013,01-04-2013,0
Channelyst,Distribution,300000,operating,IND,Bangalore,1,,01-07-2014,01-07-2014,0
Chase Ya Dreamz (Crazyy Frog Pvt Ltd,Startups,-,operating,IND,Gurgaon,1,15-01-2015,01-01-2015,01-01-2015,0
Chef's Basket,Restaurants,6000000,operating,IND,Mumbai,1,,10-11-2015,10-11-2015,0
Chillr,Apps|Banking|Mobile Payments,6500000,operating,IND,Cochin,2,22-12-2013,01-01-2014,02-10-2015,0
Chumbak,E-Commerce,2000000,operating,IND,Bangalore,2,15-09-2009,17-02-2013,20-05-2014,0
Ciafo,Curated Web,245000,operating,IND,Bangalore,1,16-06-2010,22-04-2014,22-04-2014,0
Cians Analytics,Analytics|Business Services|Finance|Outsourcing,2000000,operating,IND,Gurgaon,1,01-09-2009,01-09-2009,01-09-2009,0
CineBee Reviews Pvt Ltd,Apps|Entertainment|Services,300000,operating,IND,Bangalore City,1,01-02-2015,01-01-2015,01-01-2015,0
CircuitSutra Technologies,Semiconductors,198000,operating,IND,Noida,1,01-01-2005,14-01-2010,14-01-2010,0
Citrus Payment,E-Commerce|Mobile Payments|Payments,32300000,operating,IND,Mumbai,3,01-01-2011,01-01-2012,19-10-2015,0
Cityflo,Transportation,750000,operating,IND,Mumbai,1,,02-11-2015,02-11-2015,0
