Startup,Industry,City,TotalFunding,FundingRounds,Stage,Status,Source,StatusCode
Vivish Technologies (myGate),"Apps, Information Services, Information Technology",Bangalore,650000000.0,1,Series A,Safe,funding_2018,1
Singularity Dynamics,Artificial Intelligence,Bangalore,1800000.0,1,Seed,Failed,funding_2018,0
Virtual MetalStreet(MetalStreet),"B2B, Marketplace",Bangalore,700000.0,1,Angel,Safe,funding_2018,1
Veritas Finance,Financial Services,Guindy,30000000.0,1,Venture - Series Unknown,Safe,funding_2018,1
Manjushree Technopack,Packaging Services,Bangalore,1800000.0,1,Private Equity,Safe,funding_2018,1
Innov8 Coworking,"Collaboration, Communities, Coworking, Real Estate",Delhi,4000000.0,1,Seed,Safe,funding_2018,1
Vogo Rentals,"Last Mile Transportation, Railroad, Transportation, Travel",Kormangala,80000000.0,1,Debt Financing,Safe,funding_2018,1
YourOwnROOM,"Online Portals, Property Management, Rental",Bangalore,750000.0,1,Seed,Safe,funding_2018,1
Spoofin,"Music, Social Network, Video",Delhi,1800000.0,1,Venture - Series Unknown,Failed,funding_2018,0
Strom Motors,Automotive,Mumbai,1800000.0,1,Angel,Failed,funding_2018,0
docturnal,"Biotechnology, Diabetes, Health Care",Hyderabad,1800000.0,1,Seed,Failed,funding_2018,0
Bounce (Metro Bikes),"Autonomous Vehicles, Last Mile Transportation, Recreational Vehicles, Rental",Bangalore,3000000.0,1,Debt Financing,Safe,funding_2018,1
Technology 9 Labs (T9L),Information Technology,Delhi,1800000.0,1,Corporate Round,Failed,funding_2018,0
Goals101,Financial Services,Delhi,3500000.0,1,Seed,Safe,funding_2018,1
Ummeed Housing Finance Private Limited,"Finance, Financial Services",Haryana,600000000.0,1,Series C,Safe,funding_2018,1
StockEdge,"Analytics, Apps, Market Research",Kolkata,1100000.0,1,Seed,Safe,funding_2018,1
Avenues Payments India Pvt. Ltd.,Â,Mumbai,1300000.0,1,Corporate Round,Safe,funding_2018,1
Qbera,"Finance, Financial Services",Bangalore,140000000.0,1,Venture - Series Unknown,Safe,funding_2018,1
Planet11 eCommerce Solutions India (Avenue11),Â,Bangalore,260000000.0,1,Corporate Round,Safe,funding_2018,1
Iba Halal Care,Â,Ahmedabad,150000000.0,1,Series A,Safe,funding_2018,1
Togedr,Â,Gurgaon,1800000.0,1,Venture - Series Unknown,Failed,funding_2018,0
Parkwheels,"Industrial, Industrial Automation",Haryana,12000000.0,1,Seed,Safe,funding_2018,1
NewsBytes,"Apps, Events, News",Gurgaon,1000000.0,1,Seed,Safe,funding_2018,1
GoGaga,"Dating, Private Social Networking",Bangalore City,40000.0,1,Non-equity Assistance,Failed,funding_2018,0
Mate Labs,"Artificial Intelligence, Machine Learning, Paas",Bangalore,550000.0,1,Seed,Safe,funding_2018,1
Ola,"Apps, E-Commerce, Internet, Mobile, Ride Sharing, Transportation",Kormangala,50000000.0,1,Venture - Series Unknown,Safe,funding_2018,1
DocPrime,"Health Care, Health Insurance",Haryana,50000000.0,1,Funding Round,Safe,funding_2018,1
CLP India Pvt. Ltd.,"Energy, Natural Resources",Mumbai,365000000.0,1,Private Equity,Safe,funding_2018,1
Xplorabox,"E-Commerce, Education, Health Care",Noida,1800000.0,1,Seed,Failed,funding_2018,0
Vokal,"Internet, Knowledge Management",Bangalore,1500000.0,1,Series A,Safe,funding_2018,1
Upwards Fintech,"Banking, Financial Services, Internet",Mumbai,5000000.0,1,Series A,Safe,funding_2018,1
Bon(Bonfleet Solutions),"Financial Services, Fintech",Pune,78000000.0,1,Seed,Safe,funding_2018,1
Belstar Investment and Finance Private Limited,"Financial Services, Micro Lending",Chennai,28000000.0,1,Venture - Series Unknown,Safe,funding_2018,1
Moonshine Meadery,Food And Beverage,Pune,1800000.0,1,Seed,Failed,funding_2018,0
Verzeo,E-Learning,Bangalore,5000000.0,1,Series A,Safe,funding_2018,1
Haazri,"Food And Beverage, Snack Food, Tea",Mumbai,12500000.0,1,Seed,Safe,funding_2018,1
Scholify,Â,Bangalore,1800000.0,1,Pre-Seed,Failed,funding_2018,0
srJna,Education,Jaipur,1800000.0,1,Seed,Failed,funding_2018,0
Heelium,"Fitness, Sporting Goods, Sports",Pune,1800000.0,1,Seed,Failed,funding_2018,0
LT Foods,"Food And Beverage, Food Processing, Manufacturing",Delhi,1400000000.0,1,Post-IPO Equity,Safe,funding_2018,1
Multibashi,"E-Learning, Internet",Bangalore,10000000.0,1,Seed,Safe,funding_2018,1
Happyeasygo Group,"Tourism, Travel",Haryana,1800000.0,1,Series A,Failed,funding_2018,0
Mombay,"Food And Beverage, Food Delivery, Internet",Mumbai,7500.0,1,Seed,Failed,funding_2018,0
Droni Tech,Information Technology,Mumbai,35000000.0,1,Seed,Safe,funding_2018,1
Bombay Shaving,Ecommerce,Unknown,6300000.0,1,Unknown,Safe,funding_2019,1
Ruangguru,Edtech,Mumbai,150000000.0,1,Series C,Safe,funding_2019,1
Eduisfun,Edtech,Mumbai,28000000.0,1,Fresh funding,Safe,funding_2019,1
HomeLane,Interior Design,Chennai,30000000.0,1,Series D,Safe,funding_2019,1
Nu Genes,Agritech,Telangana,6000000.0,1,Unknown,Safe,funding_2019,1
FlytBase,Technology,Pune,1800000.0,1,Unknown,Failed,funding_2019,0
Finly,Saas,Bangalore,1800000.0,1,Unknown,Failed,funding_2019,0
Kratikal,Technology,Noida,1000000.0,1,Pre series A,Safe,funding_2019,1
Quantiphi,Ai & Tech,Unknown,20000000.0,1,Series A,Safe,funding_2019,1
Cub McPaws,E-Commerce & Ar,Mumbai,1800000.0,1,Unknown,Failed,funding_2019,0
Appnomic,Saas,Bangalore,22000000.0,1,Unknown,Safe,funding_2019,1
JobSquare,Hr Tech,Ahmedabad,140500.0,1,Unknown,Failed,funding_2019,0
Open Secret,Food Tech,Unknown,1800000.0,1,Unknown,Failed,funding_2019,0
LivFin,Fintech,Delhi,5000000.0,1,Unknown,Safe,funding_2019,1
Byju's,Edtech,Unknown,540000000.0,1,Unknown,Safe,funding_2019,1
Witblox,Edtech,Unknown,182700.0,1,Unknown,Failed,funding_2019,0
Azah Personal Care Pvt. Ltd.,Health,Gurgaon,1800000.0,1,Pre series A,Failed,funding_2019,0
SalaryFits,Fintech,Unknown,5000000.0,1,Unknown,Safe,funding_2019,1
Pristyn Care,Healthcare,Unknown,12000000.0,1,Series B,Safe,funding_2019,1
Springboard,Edtech,Unknown,11000000.0,1,Post series A,Safe,funding_2019,1
DROR Labs Pvt. Ltd,Safety Tech,Delhi,1800000.0,1,Unknown,Failed,funding_2019,0
Seekify,Saas,Delhi,1500000.0,1,Seed funding,Safe,funding_2019,1
Toffee Insurance,Insurance Technology,Haryana,5500000.0,1,Series A,Safe,funding_2019,1
Fireflies .ai,Ai,Unknown,5000000.0,1,Unknown,Safe,funding_2019,1
Bijak,Agritech,Unknown,2500000.0,1,Seed fund,Safe,funding_2019,1
truMe,Iot,Unknown,140000.0,1,Unknown,Failed,funding_2019,0
Rivigo,Logistics,Unknown,20000000.0,1,Series F,Safe,funding_2019,1
HappyEasyGo,Travel,Gurgaon,49400000.0,1,Series B+,Safe,funding_2019,1
Freshokartz,E-Marketplace,Jaipur,150000.0,1,Pre series A,Failed,funding_2019,0
Lilâ Goodness and sCool meal,Food & Nutrition,Bangalore,400000.0,1,Unknown,Failed,funding_2019,0
VMate,Unknown,Unknown,100000000.0,1,Unknown,Safe,funding_2019,1
Slintel,Saas,Unknown,1500000.0,1,Unknown,Safe,funding_2019,1
MyGameMate,E-Sports,Bangalore,100000.0,1,Unknown,Failed,funding_2019,0
Afinoz,Fintech,Noida,1800000.0,1,Unknown,Failed,funding_2019,0
eJOHRI,Jewellery,Mumbai,1000000.0,1,Pre series A,Safe,funding_2019,1
Ninjacart,B2B Supply Chain,Unknown,1800000.0,1,Unknown,Failed,funding_2019,0
Binca Games,Games,Mumbai,1800000.0,1,Unknown,Failed,funding_2019,0
WishADish,Food & Tech,Delhi,6000000.0,1,Unknown,Safe,funding_2019,1
PiBeam,Automotive Tech,Chennai,50000000.0,1,Unknown,Safe,funding_2019,1
Moms Co,E-Commerce,Delhi,5000000.0,1,Series B,Safe,funding_2019,1
Cubical Labs,Iot,Unknown,1800000.0,1,Series B,Failed,funding_2019,0
Lawyered,Legal Tech,Delhi,100000.0,1,Unknown,Failed,funding_2019,0
Zebu,Cybersecurity,Unknown,4000000.0,1,Seed round,Safe,funding_2019,1
Smart Institute,Edtech,Surat,1500000.0,1,Unknown,Safe,funding_2019,1
Shadowfax,Logistics,Bangalore,60000000.0,1,Series D,Safe,funding_2019,1
Phable,Healthtech,Unknown,220000.0,1,Unknown,Failed,funding_2019,0
Sarva,Yoga & Wellness,Chennai,2800000.0,1,Unknown,Safe,funding_2019,1
IndyFint,Virtual Banking,Bangalore,2100000.0,1,Series A,Safe,funding_2019,1
Zolostays,Accomodation,Unknown,7000000.0,1,Unknown,Safe,funding_2019,1
Kratikal,Technology,Uttar Pradesh,1000000.0,1,Pre-series A,Safe,funding_2019,1
Froogal,Marketing & Customer Loyalty,Hyderabad,1000000.0,1,Pre series A,Safe,funding_2019,1
Infra.Market,Infratech,Mumbai,20000000.0,1,Series A,Safe,funding_2019,1
GoMechanic,Automobile & Technology,Delhi,5000000.0,1,Series B,Safe,funding_2019,1
Spinny,Automobile,Delhi,50000000.0,1,Unknown,Safe,funding_2019,1
Ess Kay Fincorp,Banking,Rajasthan,33000000.0,1,Unknown,Safe,funding_2019,1
Krayonnz,Edtech,Bangalore,100000.0,1,Pre-seed,Failed,funding_2020,0
PadCare Labs,Hygiene Management,Pune,1800000.0,1,Pre-seed,Failed,funding_2020,0
NCOME,Escrow,Delhi,400000.0,1,Unknown,Failed,funding_2020,0
qZense,Agritech,Bangalore,600000.0,1,Seed,Safe,funding_2020,1
MyClassboard,Edtech,Hyderabad,600000.0,1,Pre-series A,Safe,funding_2020,1
Metvy,Networking Platform,Gurgaon,1800000.0,1,Pre-series,Failed,funding_2020,0
Slurrp Farm,Food & Bevarages,Gurgaon,2000000.0,1,Series A,Safe,funding_2020,1
Medfin,Healthtech,Bangalore,1800000.0,1,Series A,Failed,funding_2020,0
MasterG,Fashion Startup,Delhi,1800000.0,1,Unknown,Failed,funding_2020,0
Brila 91,Food & Bevarages,Delhi,1200000.0,1,Unknown,Safe,funding_2020,1
FoodyBuddy,Food Industry,Belgaum,600000.0,1,Unknown,Safe,funding_2020,1
OurEye.ai,Virtual Auditing Startup,Bangalore,120000.0,1,Unknown,Failed,funding_2020,0
Moneyboxx Finance,Fintech,Delhi,1000000.0,1,Unknown,Safe,funding_2020,1
EWar,Gaming,Bangalore,1800000.0,1,Pre-series A,Failed,funding_2020,0
SucSEED Indovation,Fintech,Hyderabad,5000000.0,1,Unknown,Safe,funding_2020,1
TaxBuddy.com,Fintech,Mumbai,1000000.0,1,Unknown,Safe,funding_2020,1
Circle of Angels,Fintech,Gurgaon,3000000.0,1,Unknown,Safe,funding_2020,1
CoinDCX,Fintech,Mumbai,10000000.0,1,Series B,Safe,funding_2020,1
Glance,Ai Startup,Bangalore,145000000.0,1,Unknown,Safe,funding_2020,1
Voosh,Food Industry,Bangalore,1800000.0,1,Pre-seed,Failed,funding_2020,0
Arya,Agritech,Noida,21000000.0,1,Series B,Safe,funding_2020,1
PhonePe,Fintech,Andheri,20000000.0,1,Unknown,Safe,funding_2020,1
Countingwell,Edtech,Bangalore,1000000.0,1,Pre-series A,Safe,funding_2020,1
Callify.ai,Tech Startup,Mumbai,560000.0,1,Seed,Safe,funding_2020,1
Hudle,Sports,Delhi,1800000.0,1,Pre-series A,Failed,funding_2020,0
Cover it Up,E-Commerce,Chennai,400000.0,1,Seed,Failed,funding_2020,0
BiteSpeed,E-Commerce,Gurgaon,275000.0,1,Seed,Failed,funding_2020,0
Sreyas Holistic Remedies,Medtech,Hyderabad,1000000.0,1,Unknown,Safe,funding_2020,1
Fleeca India,Tyre Management,Jaipur,1800000.0,1,Unknown,Failed,funding_2020,0
PagarBook,Software Company,Bangalore,15000000.0,1,Series A,Safe,funding_2020,1
PointOne Capital,Venture Capitalist,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Ayana,Renewable Player,Bangalore,390000000.0,1,Unknown,Safe,funding_2020,1
Tinker Coders,Edtech,Noida,1800000.0,1,Seed,Failed,funding_2020,0
Infinite Uptime,Iot Startup,Pune,5100000.0,1,Series B,Safe,funding_2020,1
HappyLocate,Saas Startup,Bangalore,500000.0,1,Pre-series A,Failed,funding_2020,0
PhonePe,Fintech,Delhi,700000000.0,1,Unknown,Safe,funding_2020,1
TagMango,Marketing Company,Mumbai,700000.0,1,Seed,Safe,funding_2020,1
The New Shop,Retail Startup,Delhi,500000.0,1,Seed,Failed,funding_2020,0
DebugsBunny,Edtech,Pune,100000.0,1,Unknown,Failed,funding_2020,0
BHIVE Investech,Co-Working Startup,Bangalore,1000000.0,1,Seed,Safe,funding_2020,1
Swipez,Fintech,Pune,1800000.0,1,Unknown,Failed,funding_2020,0
Humus,Agritech,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Artivatic.ai,Tech Company,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Prescinto,Solar Monitoring Company,Ahmedabad,1800000.0,1,Seed,Failed,funding_2020,0
Toppeq,Saas Startup,Mumbai,1800000.0,1,Seed,Failed,funding_2020,0
Bolo Indya,Video Sharing Platform,Gurgaon,400000.0,1,Unknown,Failed,funding_2020,0
Bombay Play,Gaming Startup,Bangalore,1000000.0,1,Seed,Safe,funding_2020,1
FreshToHome,E-Commerce,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Gamerji,Gaming Startup,Ahmedabad,1800000.0,1,Seed,Failed,funding_2020,0
5C Network,Healthtech,Bangalore,1200000.0,1,Pre-series A,Safe,funding_2020,1
Ethereum Push Notification Service,Blockchain Startup,Mumbai,750000.0,1,Seed,Safe,funding_2020,1
RuralBasket,E-Commerce,Tirunelveli,500000.0,1,Unknown,Failed,funding_2020,0
WayCool Foods,Agritech,Chennai,7800000.0,1,Debt,Safe,funding_2020,1
Info Edge Venture,Venture Capitalist,Noida,50000000.0,1,Unknown,Safe,funding_2020,1
Let's Dive,Saas Platform,Bangalore,1700000.0,1,Unknown,Safe,funding_2020,1
Habitat,Edtech,Unknown,600000.0,1,Seed,Safe,funding_2020,1
SAWO Labs,Saas Platform,Mumbai,600000.0,1,Seed,Safe,funding_2020,1
KopyKitab,Edtech,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Kyt,Edtech,Singapore,2500000.0,1,Unknown,Safe,funding_2020,1
Raskik,Fusion Beverages,Unknown,1000000.0,1,Pre-series A,Safe,funding_2020,1
Pravasirojgar,Job Portal,Unknown,33000000.0,1,Unknown,Safe,funding_2020,1
Omatra Hotels,Hospitality,Kolkata,1800000.0,1,Seed,Failed,funding_2020,0
NewsReach,Digital Media,Gujarat,1500000.0,1,Seed,Safe,funding_2020,1
GeoIQ,Ai Startup,Bangalore,300000.0,1,Seed,Failed,funding_2020,0
Country Delight,Dairy Startup,Haryana,25000000.0,1,Series C,Safe,funding_2020,1
CARS24,Retail,Haryana,200000000.0,1,Series E,Safe,funding_2020,1
Astrogate Labs,Spacetech,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
AlgoBulls,Trading Platform,Mumbai,200000.0,1,Unknown,Failed,funding_2020,0
Credgenics,Fintech,Gurgaon,3000000.0,1,Pre-series A,Safe,funding_2020,1
Inntot,Tech Company,Kerala,1800000.0,1,Unknown,Failed,funding_2020,0
Ensuredit,Fintech,Gurgaon,300000.0,1,Pre-series A,Failed,funding_2020,0
ERPNext,Tech Company,Mumbai,1000000.0,1,Unknown,Safe,funding_2020,1
LightSpeedAI,Photonics Startup,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Yellow Classes,Edtech,Gurgaon,1300000.0,1,Pre-series A,Safe,funding_2020,1
STAGE,Entertainment,Indore,1000000.0,1,Unknown,Safe,funding_2020,1
Kaagaz Scanner,Scanning App,Unknown,575000.0,1,Unknown,Safe,funding_2020,1
Prolixr,Skincare Startup,Gurgaon,1800000.0,1,Seed,Failed,funding_2020,0
DaMENSCH,E-Commerce,Bangalore,6000000.0,1,Unknown,Safe,funding_2020,1
SignalX,Ai Startup,Hyderabad,800000.0,1,Seed,Safe,funding_2020,1
Lancify,Edtech,Bangalore,300000.0,1,Unknown,Failed,funding_2020,0
Krimanshi,Biotechnology Company,Jodhpur,600000.0,1,Seed,Safe,funding_2020,1
PlayerzPot,Gaming Startup,Mumbai,3000000.0,1,Series A,Safe,funding_2020,1
Instamojo,Fintech,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Arata,E-Commerce,Delhi,1000000.0,1,Pre-series A,Safe,funding_2020,1
Thrive,Foodtech,Mumbai,1800000.0,1,Pre-series A,Failed,funding_2020,0
Kitchens Centre,Proptech,Delhi,1800000.0,1,Pre-series A,Failed,funding_2020,0
Prescribe,Healthtech,Chennai,100000.0,1,Unknown,Failed,funding_2020,0
Nepra,Cleantech,Ahmedabad,18000000.0,1,Series C,Safe,funding_2020,1
Shilpa Sciences,Healthtech,Bangalore,1800000.0,1,Pre-series A,Failed,funding_2020,0
Arzooo,Tech Startup,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Rapawalk,E-Commerce,Bangalore,300000.0,1,Seed,Failed,funding_2020,0
Oga Fit's,Fitness Startup,Bangalore,1800000.0,1,Pre-series A,Failed,funding_2020,0
LAVAL,Cosmetics,Bangalore,1800000.0,1,Pre-series A,Failed,funding_2020,0
Stride Ventures,Venture Capitalist,Delhi,80000000.0,1,Unknown,Safe,funding_2020,1
Biocon,Healthcare,Bangalore,15000000.0,1,Unknown,Safe,funding_2020,1
Clientjoy,Saas Startup,Gujarat,800000.0,1,Pre-series A,Safe,funding_2020,1
Wellness Forever,Healthtech,Mumbai,100000000.0,1,Unknown,Safe,funding_2020,1
MoooFarm,Agritech,Gurgaon,500000.0,1,Pre-seed,Failed,funding_2020,0
BitClass,Paas Startup,Bangalore,2000000.0,1,Seed,Safe,funding_2020,1
Gonuts,Entertainment,Mumbai,400000.0,1,Seed,Failed,funding_2020,0
Uolo,Edtech,Bangalore,2000000.0,1,Seed,Safe,funding_2020,1
Kirana King,Retail,Jaipur,900000.0,1,Pre-series A,Safe,funding_2020,1
Jade Forest,Beverages,Delhi,250000.0,1,Seed,Failed,funding_2020,0
iKure,Healthtech,Kolkata,1800000.0,1,Unknown,Failed,funding_2020,0
Reliance Retail,E-Commerce,Mumbai,10000000.0,1,Unknown,Safe,funding_2020,1
TUBBR,Social Media,Frisco,1800000.0,1,Unknown,Failed,funding_2020,0
Routematic,Saas Startup,Bangalore,2000000.0,1,Unknown,Safe,funding_2020,1
Universal Sportsbiz Pvt Ltd,Fashion Startup,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Lattu Kids,Edtech,Mumbai,1800000.0,1,Unknown,Failed,funding_2020,0
CHARGE+ZONE,Ev Startup,Gujarat,3000000.0,1,Pre-series A,Safe,funding_2020,1
Udacity,Edtech,California,75000000.0,1,Debt,Safe,funding_2020,1
AjnaLens,Ar,Thane,1000000.0,1,Bridge,Safe,funding_2020,1
Gully Network,E-Commerce,Bangalore,1200000.0,1,Pre-series A,Safe,funding_2020,1
Traya,Healthtech,Mumbai,1800000.0,1,Seed,Failed,funding_2020,0
Mitron TV,Video Platform,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Svami,Food & Bevarages,Mumbai,800000.0,1,Unknown,Safe,funding_2020,1
Dhurnia,Edtech,Dhingsara,100000.0,1,Unknown,Failed,funding_2020,0
Leena AI,Ai Startup,New York,8000000.0,1,Unknown,Safe,funding_2020,1
Bizlog,Logistics,Bangalore,1000000.0,1,Unknown,Safe,funding_2020,1
Tamasha.live,Gaming,Mumbai,300000.0,1,Unknown,Failed,funding_2020,0
Fedo,Ai Startup,Bangalore,1000000.0,1,Unknown,Safe,funding_2020,1
Agrix,Agritech,Patna,1800000.0,1,Unknown,Failed,funding_2020,0
BharatAgri,Agritech,Pune,1800000.0,1,Pre-series A,Failed,funding_2020,0
Railofy,Transportation,Mumbai,5000000.0,1,Seed,Safe,funding_2020,1
Finelistings,Luxury Car Startup,Delhi,1800000.0,1,Unknown,Failed,funding_2020,0
Wellversed,Healthcare,Delhi,1800000.0,1,Pre-series A,Failed,funding_2020,0
Genius Teacher,Edtech,Mumbai,2000000.0,1,Unknown,Safe,funding_2020,1
Krimanshi Feeds,Nutrition Sector,Jodhpur,500000.0,1,Unknown,Failed,funding_2020,0
GetVantage,Fintech,Mumbai,5000000.0,1,Seed,Safe,funding_2020,1
Biddano,Healthcare,Mumbai,600000.0,1,Pre-series A,Safe,funding_2020,1
InVideo,Video,Mumbai,15000000.0,1,Series A,Safe,funding_2020,1
Hubilo,Tech Company,San Francisco,4500000.0,1,Seed,Safe,funding_2020,1
Ketos,Ai Startup,San Francisco,18000000.0,1,Unknown,Safe,funding_2020,1
SUGAR cosmetics,Cosmetics,Mumbai,2000000.0,1,Debt,Safe,funding_2020,1
Ahaguru,Edtech,Chennai,1800000.0,1,Series A,Failed,funding_2020,0
Tekion,Ai Startup,San Ramon,150000000.0,1,Series C,Safe,funding_2020,1
Brighteye Ventures,Edtech,Paris,5400000.0,1,Unknown,Safe,funding_2020,1
EzeRx,Medtech,Kolkata,200000.0,1,Seed,Failed,funding_2020,0
VitalTech,Heathtech,Plano,3000000.0,1,Seed,Safe,funding_2020,1
Tring,Social Media,Mumbai,1800000.0,1,Unknown,Failed,funding_2020,0
Rare Planet,Retail Startup,Kolkata,400000.0,1,Pre-series A,Failed,funding_2020,0
GoodGamer,Gaming,Bangalore,2500000.0,1,Seed,Safe,funding_2020,1
InnAccel,Medtech,Bangalore,1500000.0,1,Pre-series A,Safe,funding_2020,1
Tiliter,Retail,Sydney,7500000.0,1,Unknown,Safe,funding_2020,1
Slintel,Sles And Marketing,San Francisco Bay Area,4200000.0,1,Unknown,Safe,funding_2020,1
SoOLEGAL,Legaltech,Delhi,4000000.0,1,Unknown,Safe,funding_2020,1
Hire Me Car,Car Service,Noida,1800000.0,1,Seed,Failed,funding_2020,0
ShopUp,E-Commerce,Bangaldesh,22000000.0,1,Series A,Safe,funding_2020,1
Harmonizer India,Tech Startup,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Dukaan,Tech Startup,Mumbai,6000000.0,1,Seed,Safe,funding_2020,1
Satyukt,Agri Tech,Bangalore,500000.0,1,Seed,Failed,funding_2020,0
TREAD,Fitness Startup,Bangalore,1100000.0,1,Pre-seed,Safe,funding_2020,1
TeaMonk,Food & Bevarages,Bangalore,900000.0,1,Pre-series A,Safe,funding_2020,1
ReNEWate,Real Estate,Pune,1800000.0,1,Pre-seed,Failed,funding_2020,0
Tango Eye,Saas Startup,Chennai,1800000.0,1,Seed,Failed,funding_2020,0
Avataa Me,Ar Platform,Bangalore,7000000.0,1,Series A,Safe,funding_2020,1
Arrival,Ev Startup,London,118000000.0,1,Unknown,Safe,funding_2020,1
Cover Genius,Fintech,Sydney,15000000.0,1,Unknown,Safe,funding_2020,1
Phononic Vibes,Deeptech,Milano,2300000.0,1,Unknown,Safe,funding_2020,1
MikeLegal,Legaltech,Gurgaon,1800000.0,1,Seed,Failed,funding_2020,0
Clair,Fintech,New York,4500000.0,1,Seed,Safe,funding_2020,1
Gourmet Garden,Consumer Goods,Palmwoods,1800000.0,1,Unknown,Failed,funding_2020,0
Pepper Content,Content Marketplace,Mumbai,4200000.0,1,Series A,Safe,funding_2020,1
Acculi Labs,Healthcare,Bangalore,600000.0,1,Seed,Safe,funding_2020,1
Your MD,Healthcare,London,25000000.0,1,Unknown,Safe,funding_2020,1
Antaios,Tech Company,France,11000000.0,1,Unknown,Safe,funding_2020,1
Uni,Fintech,Mumbai,18500000.0,1,Seed,Safe,funding_2020,1
Credit Wise Capital,Fintech,Mumbai,6000000.0,1,Seed,Safe,funding_2020,1
Chargebee,Saas Startup,San Francisco Bay Area,55000000.0,1,Series F,Safe,funding_2020,1
Reliance Retail Ventures Ltd,Retail,Mumbai,70000000000.0,1,Unknown,Safe,funding_2020,1
Winuall,Edtech,Bangalore,2000000.0,1,Unknown,Safe,funding_2020,1
Genrobotics,Ai Startup,Trivandrum,300000.0,1,Unknown,Failed,funding_2020,0
Livve,Rental Space,Cochin,1500000.0,1,Seed,Safe,funding_2020,1
Ergos,Agritech,Samastipur,5000000.0,1,Series A,Safe,funding_2020,1
Krishitantra,Soil-Tech,Hyderabad,1000000.0,1,Seed,Safe,funding_2020,1
PakkaProfile,Recruitment Startup,Bangalore,1800000.0,1,Seed,Failed,funding_2020,0
Monet Networks,Ai Startup,Irvine,500000.0,1,Bridge,Failed,funding_2020,0
Pesto,Edtech,Delhi,1800000.0,1,Unknown,Failed,funding_2020,0
Bambrew,Packaging Solution Startup,Bangalore,1800000.0,1,Pre-seed,Failed,funding_2020,0
Omnify,Saas Startup,San Francisco Bay Area,1800000.0,1,Pre-series A,Failed,funding_2020,0
Fanball XI,Gaming,Delhi,1000000.0,1,Seed,Safe,funding_2020,1
GPS Renewables,Cleantech,Bangalore,3000000.0,1,Series A,Safe,funding_2020,1
Public,Social Media,Delhi,30000000.0,1,Unknown,Safe,funding_2020,1
Legal Salah,Legaltech,Kolkata,1000000.0,1,Seed,Safe,funding_2020,1
FanPlay,Gaming,Delhi,1800000.0,1,Seed,Failed,funding_2020,0
ECOSTP,Sanitation Solutions,Bangalore,19000000.0,1,Unknown,Safe,funding_2020,1
Coralogix,Saas Startup,San Francisco,25000000.0,1,Series B,Safe,funding_2020,1
Equiwatt,Tech Company,Newcastle Upon Tyne,300000.0,1,Unknown,Failed,funding_2020,0
Reliance Retail Ventures,E-Commerce,Mumbai,800000000.0,1,Unknown,Safe,funding_2020,1
Zhangmen,Edtech,Shanghai,400000000.0,1,Unknown,Safe,funding_2020,1
Taimei,Healthcare,Jiaxing,176000000.0,1,Unknown,Safe,funding_2020,1
WoodenStreet,Home Design,Rajastan,1000000.0,1,Unknown,Safe,funding_2020,1
Invento,Ai Startup,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
AnalytIQSports's SuperCric,Entertainment,Bangalore,1800000.0,1,Unknown,Failed,funding_2020,0
Snowflake,Tech Company,California,3000000000.0,1,Unknown,Safe,funding_2020,1
GenieTalk,Tech Company,Indore,750000.0,1,Unknown,Safe,funding_2020,1
InsuranceDekho,Fintech,Ludhiana,20000000.0,1,Unknown,Safe,funding_2020,1
BestDoc,Healthcare,Kochi,2100000.0,1,Unknown,Safe,funding_2020,1
Reliance,Multinational Conglomerate Company,Mumbai,2200000000.0,1,Unknown,Safe,funding_2020,1
Inflexor Ventures,Fintech,Mumbai,10000000.0,1,Unknown,Safe,funding_2020,1
Pandorum,Deeptech Startup,Bangalore,5060000.0,1,Unknown,Safe,funding_2020,1
SpeakIn,Social Network,Noida,1800000.0,1,Unknown,Failed,funding_2020,0
LetsUp,Publication,Mumbai,1800000.0,1,Unknown,Failed,funding_2020,0
JetSynthesys,Tech,Mumbai,40000000.0,1,Unknown,Safe,funding_2020,1
Vesta Space Technology,Tech Startup,Pune,10000000.0,1,Unknown,Safe,funding_2020,1
Rebel Foods,Food,Pune,50000000.0,1,Unknown,Safe,funding_2020,1
Suryoday,Finance,Mumbai,800000.0,1,Unknown,Safe,funding_2020,1
SucSEED,Finance,Hyderabad,1300000.0,1,Unknown,Safe,funding_2020,1
3one4 Capital,Venture Capital,Bangalore,100000000.0,1,Unknown,Safe,funding_2020,1
WE-Hub,Entreprenurship,Hyderabad,1800000.0,1,Unknown,Failed,funding_2020,0
Zomato,Food Devlivery,Haryana,62000000.0,1,Unknown,Safe,funding_2020,1
